# t	X(t)
0	1.71496
1	-0.734659
2	-0.308298
3	-1.02781
4	-0.419236
5	-0.139151
6	-1.00009
7	1.09817
8	0.350581
9	-1.14325
10	-0.607305
11	-1.79731
12	-1.02381
13	-0.694555
14	-0.999336
15	0.88192
16	-0.808847
17	-1.38927
18	-0.634887
19	-2.10445
20	-1.30351
21	-1.00828
22	-0.580783
23	1.15646
24	-1.46177
25	-1.31129
26	-0.316747
27	-1.83524
28	-1.1213
29	-0.990717
30	0.210215
31	1.87182
32	-1.52987
33	-0.917414
34	0.230244
35	-1.11611
36	-0.559444
37	-0.727773
38	1.14638
39	2.74992
40	-1.17122
41	-0.378379
42	0.743829
43	-0.259052
44	0.126055
45	-0.42445
46	1.91478
47	3.39977
48	-0.68907
49	0.0627685
50	0.938555
51	0.377045
52	0.629865
53	-0.28829
54	2.26107
55	3.48755
56	-0.382531
57	0.217356
58	0.647047
59	0.545225
60	0.740074
61	-0.412823
62	2.11313
63	2.88493
64	-0.410367
65	0.0494314
66	-0.0881231
67	0.21691
68	0.431478
69	-0.720953
70	1.62283
71	1.72857
72	-0.730491
73	-0.304517
74	-1.0185
75	-0.41233
76	-0.132947
77	-0.998299
78	1.10244
79	0.364162
80	-1.1395
81	-0.605341
82	-1.79139
83	-1.01886
84	-0.689795
85	-1.00136
86	0.881783
87	-0.799201
88	-1.38824
89	-0.636389
90	-2.10424
91	-1.30294
92	-1.00675
93	-0.587201
94	1.15111
95	-1.45814
96	-1.31385
97	-0.321515
98	-1.84068
99	-1.12541
100	-0.99242
101	0.200882
102	1.86306
103	-1.53177
104	-0.922573
105	0.2243
106	-1.1248
107	-0.566347
108	-0.731064
109	1.13712
110	2.74142
111	-1.17608
112	-0.38381
113	0.739758
114	-0.267269
115	0.119475
116	-0.426997
117	1.90874
118	3.39553
119	-0.693542
120	0.0594912
121	0.9389
122	0.372649
123	0.626483
124	-0.288382
125	2.2601
126	3.49016
127	-0.384078
128	0.217502
129	0.652542
130	0.546177
131	0.7412
132	-0.410345
133	2.11681
134	2.89435
135	-0.408363
136	0.0524482
137	-0.0790531
138	0.222282
139	0.436336
140	-0.717521
141	1.6286
142	1.74215
143	-0.726333
144	-0.300729
145	-1.00916
146	-0.405421
147	-0.126742
148	-0.996479
149	1.10673
150	0.377764
151	-1.13573
152	-0.603346
153	-1.78542
154	-1.01387
155	-0.685008
156	-1.00334
157	0.881699
158	-0.7895
159	-1.38719
160	-0.637854
161	-2.10396
162	-1.30231
163	-1.00518
164	-0.593579
165	1.14582
166	-1.45444
167	-1.31639
168	-0.326257
169	-1.84607
170	-1.12947
171	-0.994096
172	0.191565
173	1.85431
174	-1.53363
175	-0.927715
176	0.218354
177	-1.13347
178	-0.573237
179	-0.734351
180	1.12784
181	2.73289
182	-1.18093
183	-0.389251
184	0.735652
185	-0.275509
186	0.112876
187	-0.429563
188	1.90266
189	3.39124
190	-0.698033
191	0.0561827
192	0.939193
193	0.368203
194	0.623058
195	-0.288504
196	2.25908
197	3.49269
198	-0.385662
199	0.217612
200	0.657989
201	0.547074
202	0.742281
203	-0.407887
204	2.12046
205	2.9037
206	-0.406393
207	0.0554443
208	-0.0700049
209	0.22762
210	0.441165
211	-0.714086
212	1.63437
213	1.75572
214	-0.722185
215	-0.296937
216	-0.99981
217	-0.39851
218	-0.120536
219	-0.994629
220	1.11107
221	0.391389
222	-1.13195
223	-0.601322
224	-1.7794
225	-1.00885
226	-0.680196
227	-1.00527
228	0.881669
229	-0.779744
230	-1.38609
231	-0.63928
232	-2.10362
233	-1.30164
234	-1.00358
235	-0.599915
236	1.14057
237	-1.45067
238	-1.31889
239	-0.330974
240	-1.85142
241	-1.1335
242	-0.995744
243	0.182265
244	1.84558
245	-1.53544
246	-0.932841
247	0.212404
248	-1.14212
249	-0.580112
250	-0.737632
251	1.11854
252	2.72433
253	-1.18576
254	-0.394702
255	0.731513
256	-0.283773
257	0.106258
258	-0.432147
259	1.89654
260	3.38688
261	-0.702543
262	0.052843
263	0.939432
264	0.363706
265	0.61959
266	-0.288654
267	2.258
268	3.49514
269	-0.387283
270	0.217687
271	0.663388
272	0.547918
273	0.743316
274	-0.40545
275	2.12406
276	2.913
277	-0.404454
278	0.0584195
279	-0.0609788
280	0.232926
281	0.445966
282	-0.710649
283	1.64014
284	1.76926
285	-0.718047
286	-0.293139
287	-0.990443
288	-0.391598
289	-0.11433
290	-0.992751
291	1.11543
292	0.405034
293	-1.12815
294	-0.599269
295	-1.77333
296	-1.0038
297	-0.675357
298	-1.00716
299	0.881693
300	-0.769934
301	-1.38497
302	-0.640669
303	-2.10322
304	-1.30092
305	-1.00194
306	-0.60621
307	1.13538
308	-1.44685
309	-1.32135
310	-0.335664
311	-1.85671
312	-1.13748
313	-0.997366
314	0.172982
315	1.83687
316	-1.5372
317	-0.937951
318	0.206452
319	-1.15076
320	-0.586974
321	-0.740909
322	1.10922
323	2.71575
324	-1.19058
325	-0.400163
326	0.727341
327	-0.29206
328	0.0996211
329	-0.434749
330	1.89036
331	3.38246
332	-0.707072
333	0.0494723
334	0.93962
335	0.359158
336	0.61608
337	-0.288833
338	2.25687
339	3.49752
340	-0.38894
341	0.217726
342	0.668737
343	0.548707
344	0.744305
345	-0.403034
346	2.12763
347	2.92224
348	-0.402548
349	0.0613735
350	-0.0519752
351	0.238197
352	0.450739
353	-0.707209
354	1.6459
355	1.78277
356	-0.71392
